fecha,estacion,lat,lon,comuna,pm25,pm10,o3
2022-04-17,AMVA,6.2308,-75.5906,Laureles,10.7,15.08,45.16
2022-04-18,AMVA,6.2308,-75.5906,Laureles,20.79,28.44,32.68
2022-04-19,AMVA,6.2308,-75.5906,Laureles,26.59,52.83,71.13
2022-04-20,AMVA,6.2308,-75.5906,Laureles,27.44,60.84,19.18
2022-04-21,AMVA,6.2308,-75.5906,Laureles,24.11,42.87,31.74
2022-04-22,AMVA,6.2308,-75.5906,Laureles,19.34,44.27,47.51
2022-04-23,AMVA,6.2308,-75.5906,Laureles,10.97,27.17,30.44
2022-04-24,AMVA,6.2308,-75.5906,Laureles,19.73,32.49,36.72
2022-04-25,AMVA,6.2308,-75.5906,Laureles,24.13,33.03,69.18
2022-04-26,AMVA,6.2308,-75.5906,Laureles,5.0,10.0,45.55
2022-04-27,AMVA,6.2308,-75.5906,Laureles,22.67,39.81,39.14
2022-04-28,AMVA,6.2308,-75.5906,Laureles,21.28,36.0,60.9
2022-04-29,AMVA,6.2308,-75.5906,Laureles,24.71,53.21,25.51
2022-04-30,AMVA,6.2308,-75.5906,Laureles,17.36,28.25,24.92
2022-05-01,AMVA,6.2308,-75.5906,Laureles,20.88,32.21,49.83
2022-05-02,AMVA,6.2308,-75.5906,Laureles,9.44,34.18,26.56
2022-05-03,AMVA,6.2308,-75.5906,Laureles,19.75,43.48,31.44
2022-05-04,AMVA,6.2308,-75.5906,Laureles,24.82,32.38,61.78
2022-05-05,AMVA,6.2308,-75.5906,Laureles,18.11,26.64,35.51
2022-05-06,AMVA,6.2308,-75.5906,Laureles,24.47,38.2,28.76
2022-05-07,AMVA,6.2308,-75.5906,Laureles,16.23,17.44,67.31
2022-05-08,AMVA,6.2308,-75.5906,Laureles,13.47,32.56,43.14
2022-05-09,AMVA,6.2308,-75.5906,Laureles,10.12,18.16,51.76
2022-05-10,AMVA,6.2308,-75.5906,Laureles,16.49,41.62,55.32
2022-05-11,AMVA,6.2308,-75.5906,Laureles,25.35,41.04,23.8
2022-05-12,AMVA,6.2308,-75.5906,Laureles,13.09,25.53,48.19
2022-05-13,AMVA,6.2308,-75.5906,Laureles,5.0,10.0,42.37
2022-05-14,AMVA,6.2308,-75.5906,Laureles,15.78,41.32,46.33
2022-05-15,AMVA,6.2308,-75.5906,Laureles,28.48,49.11,54.06
2022-05-16,AMVA,6.2308,-75.5906,Laureles,31.08,69.06,23.62
2022-05-17,AMVA,6.2308,-75.5906,Laureles,15.97,25.3,47.34
2022-05-18,AMVA,6.2308,-75.5906,Laureles,23.49,33.89,41.02
2022-05-19,AMVA,6.2308,-75.5906,Laureles,5.0,23.42,32.31
2022-05-20,AMVA,6.2308,-75.5906,Laureles,18.45,30.11,57.19
2022-05-21,AMVA,6.2308,-75.5906,Laureles,5.0,10.0,38.41
2022-05-22,AMVA,6.2308,-75.5906,Laureles,14.37,43.13,26.69
2022-05-23,AMVA,6.2308,-75.5906,Laureles,24.17,47.08,58.92
2022-05-24,AMVA,6.2308,-75.5906,Laureles,12.66,15.46,56.44
2022-05-25,AMVA,6.2308,-75.5906,Laureles,21.4,23.08,31.91
2022-05-26,AMVA,6.2308,-75.5906,Laureles,21.09,46.34,29.81
2022-05-27,AMVA,6.2308,-75.5906,Laureles,5.0,14.23,21.7
2022-05-28,AMVA,6.2308,-75.5906,Laureles,5.0,10.0,52.21
2022-05-29,AMVA,6.2308,-75.5906,Laureles,19.03,32.0,60.84
2022-05-30,AMVA,6.2308,-75.5906,Laureles,23.1,57.74,19.11
2022-05-31,AMVA,6.2308,-75.5906,Laureles,17.72,15.74,36.56
2022-06-01,AMVA,6.2308,-75.5906,Laureles,23.01,47.69,40.68
2022-06-02,AMVA,6.2308,-75.5906,Laureles,29.99,61.01,72.32
2022-06-03,AMVA,6.2308,-75.5906,Laureles,22.48,31.05,43.69
2022-06-04,AMVA,6.2308,-75.5906,Laureles,18.58,48.27,35.75
2022-06-05,AMVA,6.2308,-75.5906,Laureles,20.48,32.14,50.78
2022-06-06,AMVA,6.2308,-75.5906,Laureles,23.74,36.31,64.98
2022-06-07,AMVA,6.2308,-75.5906,Laureles,18.15,33.03,49.78
2022-06-08,AMVA,6.2308,-75.5906,Laureles,11.95,26.31,24.17
2022-06-09,AMVA,6.2308,-75.5906,Laureles,31.58,47.22,50.39
2022-06-10,AMVA,6.2308,-75.5906,Laureles,33.85,69.54,43.77
2022-06-11,AMVA,6.2308,-75.5906,Laureles,23.15,35.91,62.07
2022-06-12,AMVA,6.2308,-75.5906,Laureles,19.4,24.56,49.98
2022-06-13,AMVA,6.2308,-75.5906,Laureles,18.63,24.03,18.35
2022-06-14,AMVA,6.2308,-75.5906,Laureles,21.14,37.22,43.65
2022-06-15,AMVA,6.2308,-75.5906,Laureles,32.61,63.97,37.14
2022-06-16,AMVA,6.2308,-75.5906,Laureles,23.41,47.25,59.09
2022-06-17,AMVA,6.2308,-75.5906,Laureles,26.01,42.13,25.11
2022-06-18,AMVA,6.2308,-75.5906,Laureles,13.44,30.85,48.67
2022-06-19,AMVA,6.2308,-75.5906,Laureles,29.62,52.03,61.1
2022-06-20,AMVA,6.2308,-75.5906,Laureles,21.13,47.58,39.42
2022-06-21,AMVA,6.2308,-75.5906,Laureles,20.13,42.17,46.14
2022-06-22,AMVA,6.2308,-75.5906,Laureles,27.86,50.95,39.43
2022-06-23,AMVA,6.2308,-75.5906,Laureles,44.11,91.24,50.84
2022-06-24,AMVA,6.2308,-75.5906,Laureles,25.89,56.68,47.77
2022-06-25,AMVA,6.2308,-75.5906,Laureles,25.21,42.34,38.79
2022-06-26,AMVA,6.2308,-75.5906,Laureles,5.0,11.11,32.67
2022-06-27,AMVA,6.2308,-75.5906,Laureles,37.74,68.13,22.17
2022-06-28,AMVA,6.2308,-75.5906,Laureles,24.6,33.82,47.1
2022-06-29,AMVA,6.2308,-75.5906,Laureles,27.33,58.77,28.14
2022-06-30,AMVA,6.2308,-75.5906,Laureles,25.27,31.84,50.52
2022-07-01,AMVA,6.2308,-75.5906,Laureles,29.15,57.43,40.02
2022-07-02,AMVA,6.2308,-75.5906,Laureles,28.32,67.02,35.72
2022-07-03,AMVA,6.2308,-75.5906,Laureles,26.11,36.14,26.98
2022-07-04,AMVA,6.2308,-75.5906,Laureles,25.78,57.45,36.16
2022-07-05,AMVA,6.2308,-75.5906,Laureles,23.11,37.53,31.98
2022-07-06,AMVA,6.2308,-75.5906,Laureles,27.36,34.28,59.21
2022-07-07,AMVA,6.2308,-75.5906,Laureles,19.68,42.64,20.95
2022-07-08,AMVA,6.2308,-75.5906,Laureles,30.35,61.35,45.76
2022-07-09,AMVA,6.2308,-75.5906,Laureles,17.04,33.18,22.25
2022-07-10,AMVA,6.2308,-75.5906,Laureles,22.98,51.65,51.95
2022-07-11,AMVA,6.2308,-75.5906,Laureles,25.12,35.47,49.68
2022-07-12,AMVA,6.2308,-75.5906,Laureles,25.16,22.08,51.74
2022-07-13,AMVA,6.2308,-75.5906,Laureles,24.81,56.68,23.57
2022-07-14,AMVA,6.2308,-75.5906,Laureles,5.0,11.79,44.37
2022-07-15,AMVA,6.2308,-75.5906,Laureles,11.47,10.87,81.33
2022-07-16,AMVA,6.2308,-75.5906,Laureles,22.56,47.91,30.24
2022-07-17,AMVA,6.2308,-75.5906,Laureles,8.28,13.2,36.02
2022-07-18,AMVA,6.2308,-75.5906,Laureles,21.8,38.1,43.96
2022-07-19,AMVA,6.2308,-75.5906,Laureles,23.8,30.2,47.29
2022-07-20,AMVA,6.2308,-75.5906,Laureles,9.41,10.0,51.09
2022-07-21,AMVA,6.2308,-75.5906,Laureles,29.06,51.73,19.07
2022-07-22,AMVA,6.2308,-75.5906,Laureles,19.34,32.18,16.06
2022-07-23,AMVA,6.2308,-75.5906,Laureles,19.09,40.88,61.41
2022-07-24,AMVA,6.2308,-75.5906,Laureles,21.64,46.53,11.29
2022-07-25,AMVA,6.2308,-75.5906,Laureles,30.28,46.46,44.61
2022-07-26,AMVA,6.2308,-75.5906,Laureles,23.02,54.64,26.88
2022-07-27,AMVA,6.2308,-75.5906,Laureles,30.02,51.24,37.63
2022-07-28,AMVA,6.2308,-75.5906,Laureles,23.53,33.9,39.79
2022-07-29,AMVA,6.2308,-75.5906,Laureles,24.5,46.51,41.27
2022-07-30,AMVA,6.2308,-75.5906,Laureles,31.38,65.73,24.24
2022-07-31,AMVA,6.2308,-75.5906,Laureles,31.95,45.65,48.82
2022-08-01,AMVA,6.2308,-75.5906,Laureles,29.96,34.81,41.39
2022-08-02,AMVA,6.2308,-75.5906,Laureles,21.25,30.67,60.26
2022-08-03,AMVA,6.2308,-75.5906,Laureles,19.77,27.52,41.14
2022-08-04,AMVA,6.2308,-75.5906,Laureles,30.48,53.46,57.5
2022-08-05,AMVA,6.2308,-75.5906,Laureles,29.25,30.86,32.06
2022-08-06,AMVA,6.2308,-75.5906,Laureles,20.51,41.7,0.63
2022-08-07,AMVA,6.2308,-75.5906,Laureles,45.39,87.02,42.23
2022-08-08,AMVA,6.2308,-75.5906,Laureles,34.45,85.45,53.06
2022-08-09,AMVA,6.2308,-75.5906,Laureles,32.59,59.97,37.88
2022-08-10,AMVA,6.2308,-75.5906,Laureles,21.19,29.89,29.69
2022-08-11,AMVA,6.2308,-75.5906,Laureles,14.2,24.79,14.73
2022-08-12,AMVA,6.2308,-75.5906,Laureles,26.53,47.39,42.2
2022-08-13,AMVA,6.2308,-75.5906,Laureles,20.82,68.25,60.4
2022-08-14,AMVA,6.2308,-75.5906,Laureles,15.04,29.41,30.88
2022-08-15,AMVA,6.2308,-75.5906,Laureles,16.88,16.99,46.48
2022-08-16,AMVA,6.2308,-75.5906,Laureles,19.55,44.87,54.91
2022-08-17,AMVA,6.2308,-75.5906,Laureles,35.99,56.26,47.13
2022-08-18,AMVA,6.2308,-75.5906,Laureles,30.06,49.37,28.42
2022-08-19,AMVA,6.2308,-75.5906,Laureles,37.88,70.45,49.54
2022-08-20,AMVA,6.2308,-75.5906,Laureles,18.42,20.97,31.46
2022-08-21,AMVA,6.2308,-75.5906,Laureles,24.01,32.57,39.85
2022-08-22,AMVA,6.2308,-75.5906,Laureles,11.49,10.0,50.06
2022-08-23,AMVA,6.2308,-75.5906,Laureles,29.83,49.78,24.73
2022-08-24,AMVA,6.2308,-75.5906,Laureles,16.78,26.47,49.67
2022-08-25,AMVA,6.2308,-75.5906,Laureles,32.43,53.4,22.7
2022-08-26,AMVA,6.2308,-75.5906,Laureles,27.14,40.62,32.23
2022-08-27,AMVA,6.2308,-75.5906,Laureles,35.6,72.36,42.37
2022-08-28,AMVA,6.2308,-75.5906,Laureles,14.82,28.8,55.94
2022-08-29,AMVA,6.2308,-75.5906,Laureles,21.99,53.1,59.39
2022-08-30,AMVA,6.2308,-75.5906,Laureles,38.31,72.01,48.81
2022-08-31,AMVA,6.2308,-75.5906,Laureles,36.31,69.84,32.48
2022-09-01,AMVA,6.2308,-75.5906,Laureles,14.41,28.33,20.64
2022-09-02,AMVA,6.2308,-75.5906,Laureles,16.85,41.3,7.13
2022-09-03,AMVA,6.2308,-75.5906,Laureles,30.28,65.72,33.1
2022-09-04,AMVA,6.2308,-75.5906,Laureles,22.35,40.26,58.45
2022-09-05,AMVA,6.2308,-75.5906,Laureles,25.86,32.55,48.81
2022-09-06,AMVA,6.2308,-75.5906,Laureles,16.35,30.27,29.08
2022-09-07,AMVA,6.2308,-75.5906,Laureles,31.99,67.97,28.9
2022-09-08,AMVA,6.2308,-75.5906,Laureles,7.32,10.0,46.52
2022-09-09,AMVA,6.2308,-75.5906,Laureles,19.92,48.39,51.85
2022-09-10,AMVA,6.2308,-75.5906,Laureles,25.76,49.63,19.16
2022-09-11,AMVA,6.2308,-75.5906,Laureles,16.43,40.18,39.23
2022-09-12,AMVA,6.2308,-75.5906,Laureles,22.02,36.46,24.55
2022-09-13,AMVA,6.2308,-75.5906,Laureles,17.01,33.71,30.16
2022-09-14,AMVA,6.2308,-75.5906,Laureles,16.11,19.61,56.79
2022-09-15,AMVA,6.2308,-75.5906,Laureles,15.64,42.69,62.93
2022-09-16,AMVA,6.2308,-75.5906,Laureles,17.35,21.15,8.71
2022-09-17,AMVA,6.2308,-75.5906,Laureles,6.22,10.0,60.68
2022-09-18,AMVA,6.2308,-75.5906,Laureles,18.93,37.96,6.69
2022-09-19,AMVA,6.2308,-75.5906,Laureles,8.42,24.02,44.3
2022-09-20,AMVA,6.2308,-75.5906,Laureles,16.82,35.93,64.54
2022-09-21,AMVA,6.2308,-75.5906,Laureles,16.23,29.91,42.89
2022-09-22,AMVA,6.2308,-75.5906,Laureles,37.14,45.85,50.25
2022-09-23,AMVA,6.2308,-75.5906,Laureles,17.08,36.41,30.14
2022-09-24,AMVA,6.2308,-75.5906,Laureles,17.61,38.81,86.69
2022-09-25,AMVA,6.2308,-75.5906,Laureles,24.46,35.56,33.64
2022-09-26,AMVA,6.2308,-75.5906,Laureles,14.37,10.0,35.05
2022-09-27,AMVA,6.2308,-75.5906,Laureles,23.86,30.21,55.73
2022-09-28,AMVA,6.2308,-75.5906,Laureles,21.9,32.08,37.88
2022-09-29,AMVA,6.2308,-75.5906,Laureles,30.79,62.75,40.13
2022-09-30,AMVA,6.2308,-75.5906,Laureles,16.1,29.74,32.32
2022-10-01,AMVA,6.2308,-75.5906,Laureles,5.0,29.42,42.33
2022-10-02,AMVA,6.2308,-75.5906,Laureles,21.19,37.55,28.97
2022-10-03,AMVA,6.2308,-75.5906,Laureles,16.51,13.73,74.16
2022-10-04,AMVA,6.2308,-75.5906,Laureles,8.12,10.0,33.4
2022-10-05,AMVA,6.2308,-75.5906,Laureles,28.3,51.09,21.46
2022-10-06,AMVA,6.2308,-75.5906,Laureles,28.03,57.77,48.08
2022-10-07,AMVA,6.2308,-75.5906,Laureles,23.73,66.65,72.78
2022-10-08,AMVA,6.2308,-75.5906,Laureles,12.51,38.75,45.75
2022-10-09,AMVA,6.2308,-75.5906,Laureles,21.99,22.66,37.44
2022-10-10,AMVA,6.2308,-75.5906,Laureles,11.5,28.98,56.07
2022-10-11,AMVA,6.2308,-75.5906,Laureles,5.0,10.0,56.83
2022-10-12,AMVA,6.2308,-75.5906,Laureles,16.51,37.0,45.27
2022-10-13,AMVA,6.2308,-75.5906,Laureles,20.73,34.61,21.75
2022-10-14,AMVA,6.2308,-75.5906,Laureles,9.03,23.34,40.29
2022-10-15,AMVA,6.2308,-75.5906,Laureles,16.89,26.17,35.42
2022-10-16,AMVA,6.2308,-75.5906,Laureles,26.38,44.12,19.88
2022-10-17,AMVA,6.2308,-75.5906,Laureles,23.95,41.06,40.47
2022-10-18,AMVA,6.2308,-75.5906,Laureles,30.86,55.34,44.34
2022-10-19,AMVA,6.2308,-75.5906,Laureles,8.57,13.23,49.14
2022-10-20,AMVA,6.2308,-75.5906,Laureles,5.56,12.01,41.51
2022-10-21,AMVA,6.2308,-75.5906,Laureles,18.33,43.37,45.02
2022-10-22,AMVA,6.2308,-75.5906,Laureles,29.82,43.75,42.04
2022-10-23,AMVA,6.2308,-75.5906,Laureles,18.68,22.92,54.34
2022-10-24,AMVA,6.2308,-75.5906,Laureles,36.6,65.71,47.58
2022-10-25,AMVA,6.2308,-75.5906,Laureles,18.68,26.48,12.69
2022-10-26,AMVA,6.2308,-75.5906,Laureles,12.35,10.0,65.56
2022-10-27,AMVA,6.2308,-75.5906,Laureles,17.08,27.28,53.34
2022-10-28,AMVA,6.2308,-75.5906,Laureles,9.03,10.0,41.02
2022-10-29,AMVA,6.2308,-75.5906,Laureles,26.23,52.23,43.72
2022-10-30,AMVA,6.2308,-75.5906,Laureles,18.62,37.53,43.02
2022-10-31,AMVA,6.2308,-75.5906,Laureles,9.76,18.03,23.89
2022-11-01,AMVA,6.2308,-75.5906,Laureles,18.65,28.76,78.09
2022-11-02,AMVA,6.2308,-75.5906,Laureles,17.68,17.78,37.99
2022-11-03,AMVA,6.2308,-75.5906,Laureles,22.15,56.61,31.16
2022-11-04,AMVA,6.2308,-75.5906,Laureles,5.34,17.78,19.29
2022-11-05,AMVA,6.2308,-75.5906,Laureles,14.51,23.54,38.96
2022-11-06,AMVA,6.2308,-75.5906,Laureles,23.51,35.49,35.89
2022-11-07,AMVA,6.2308,-75.5906,Laureles,17.89,33.69,41.47
2022-11-08,AMVA,6.2308,-75.5906,Laureles,21.49,47.12,45.89
2022-11-09,AMVA,6.2308,-75.5906,Laureles,21.63,23.11,40.75
2022-11-10,AMVA,6.2308,-75.5906,Laureles,21.84,46.59,29.61
2022-11-11,AMVA,6.2308,-75.5906,Laureles,12.73,17.17,48.05
2022-11-12,AMVA,6.2308,-75.5906,Laureles,26.27,43.21,53.62
2022-11-13,AMVA,6.2308,-75.5906,Laureles,18.99,32.94,36.83
2022-11-14,AMVA,6.2308,-75.5906,Laureles,23.97,46.41,74.14
2022-11-15,AMVA,6.2308,-75.5906,Laureles,11.18,25.31,32.06
2022-11-16,AMVA,6.2308,-75.5906,Laureles,11.05,19.77,42.06
2022-11-17,AMVA,6.2308,-75.5906,Laureles,41.35,72.58,23.05
2022-11-18,AMVA,6.2308,-75.5906,Laureles,20.18,15.58,38.62
2022-11-19,AMVA,6.2308,-75.5906,Laureles,18.13,40.58,54.6
2022-11-20,AMVA,6.2308,-75.5906,Laureles,13.97,23.64,28.51
2022-11-21,AMVA,6.2308,-75.5906,Laureles,8.98,19.25,20.9
2022-11-22,AMVA,6.2308,-75.5906,Laureles,14.68,16.48,48.25
2022-11-23,AMVA,6.2308,-75.5906,Laureles,32.41,45.32,12.2
2022-11-24,AMVA,6.2308,-75.5906,Laureles,17.0,30.76,43.28
2022-11-25,AMVA,6.2308,-75.5906,Laureles,14.43,23.97,45.51
2022-11-26,AMVA,6.2308,-75.5906,Laureles,26.32,27.83,34.47
2022-11-27,AMVA,6.2308,-75.5906,Laureles,19.71,26.3,65.97
2022-11-28,AMVA,6.2308,-75.5906,Laureles,12.92,22.84,48.34
2022-11-29,AMVA,6.2308,-75.5906,Laureles,13.27,10.0,33.57
2022-11-30,AMVA,6.2308,-75.5906,Laureles,26.24,43.85,27.3
2022-12-01,AMVA,6.2308,-75.5906,Laureles,32.41,55.02,32.35
2022-12-02,AMVA,6.2308,-75.5906,Laureles,26.2,54.86,75.73
2022-12-03,AMVA,6.2308,-75.5906,Laureles,31.62,68.51,32.41
2022-12-04,AMVA,6.2308,-75.5906,Laureles,16.79,30.85,41.61
2022-12-05,AMVA,6.2308,-75.5906,Laureles,16.37,27.72,45.99
2022-12-06,AMVA,6.2308,-75.5906,Laureles,27.88,55.23,44.36
2022-12-07,AMVA,6.2308,-75.5906,Laureles,20.94,32.56,22.02
2022-12-08,AMVA,6.2308,-75.5906,Laureles,39.28,70.84,36.63
2022-12-09,AMVA,6.2308,-75.5906,Laureles,17.57,60.98,23.9
2022-12-10,AMVA,6.2308,-75.5906,Laureles,21.57,42.98,49.0
2022-12-11,AMVA,6.2308,-75.5906,Laureles,32.66,76.87,47.59
2022-12-12,AMVA,6.2308,-75.5906,Laureles,16.55,27.22,44.62
2022-12-13,AMVA,6.2308,-75.5906,Laureles,41.55,60.8,58.04
2022-12-14,AMVA,6.2308,-75.5906,Laureles,26.44,55.97,38.47
2022-12-15,AMVA,6.2308,-75.5906,Laureles,18.26,40.38,49.82
2022-12-16,AMVA,6.2308,-75.5906,Laureles,32.78,58.86,31.0
2022-12-17,AMVA,6.2308,-75.5906,Laureles,12.53,30.75,46.36
2022-12-18,AMVA,6.2308,-75.5906,Laureles,17.27,25.71,33.0
2022-12-19,AMVA,6.2308,-75.5906,Laureles,13.14,15.47,22.99
2022-12-20,AMVA,6.2308,-75.5906,Laureles,21.7,31.67,15.59
2022-12-21,AMVA,6.2308,-75.5906,Laureles,41.18,86.65,28.31
2022-12-22,AMVA,6.2308,-75.5906,Laureles,27.18,53.1,57.87
2022-12-23,AMVA,6.2308,-75.5906,Laureles,18.45,44.13,31.78
2022-12-24,AMVA,6.2308,-75.5906,Laureles,14.31,33.0,59.36
2022-12-25,AMVA,6.2308,-75.5906,Laureles,45.7,70.27,50.48
2022-12-26,AMVA,6.2308,-75.5906,Laureles,21.72,46.93,17.94
2022-12-27,AMVA,6.2308,-75.5906,Laureles,14.9,19.06,41.18
2022-12-28,AMVA,6.2308,-75.5906,Laureles,19.87,42.36,55.4
2022-12-29,AMVA,6.2308,-75.5906,Laureles,29.8,69.82,46.24
2022-12-30,AMVA,6.2308,-75.5906,Laureles,15.26,41.11,30.92
2022-12-31,AMVA,6.2308,-75.5906,Laureles,32.28,73.85,46.85
2023-01-01,AMVA,6.2308,-75.5906,Laureles,13.53,15.17,59.84
2023-01-02,AMVA,6.2308,-75.5906,Laureles,24.15,44.26,51.38
2023-01-03,AMVA,6.2308,-75.5906,Laureles,31.07,58.72,36.87
2023-01-04,AMVA,6.2308,-75.5906,Laureles,23.0,49.98,48.3
2023-01-05,AMVA,6.2308,-75.5906,Laureles,23.44,53.02,38.06
2023-01-06,AMVA,6.2308,-75.5906,Laureles,18.69,26.05,25.32
2023-01-07,AMVA,6.2308,-75.5906,Laureles,23.32,54.31,27.92
2023-01-08,AMVA,6.2308,-75.5906,Laureles,27.01,42.05,36.1
2023-01-09,AMVA,6.2308,-75.5906,Laureles,13.42,21.95,37.09
2023-01-10,AMVA,6.2308,-75.5906,Laureles,29.82,55.91,22.02
2023-01-11,AMVA,6.2308,-75.5906,Laureles,34.17,63.62,42.98
2023-01-12,AMVA,6.2308,-75.5906,Laureles,25.43,40.59,43.27
2023-01-13,AMVA,6.2308,-75.5906,Laureles,29.3,35.28,31.92
2023-01-14,AMVA,6.2308,-75.5906,Laureles,23.46,44.79,57.9
2023-01-15,AMVA,6.2308,-75.5906,Laureles,19.33,29.81,32.31
2023-01-16,AMVA,6.2308,-75.5906,Laureles,19.09,30.89,51.56
2023-01-17,AMVA,6.2308,-75.5906,Laureles,17.07,35.0,14.47
2023-01-18,AMVA,6.2308,-75.5906,Laureles,21.01,34.52,65.12
2023-01-19,AMVA,6.2308,-75.5906,Laureles,23.3,19.93,10.02
2023-01-20,AMVA,6.2308,-75.5906,Laureles,25.77,52.53,45.63
2023-01-21,AMVA,6.2308,-75.5906,Laureles,26.84,59.94,31.91
2023-01-22,AMVA,6.2308,-75.5906,Laureles,32.66,42.47,26.43
2023-01-23,AMVA,6.2308,-75.5906,Laureles,11.04,17.13,39.31
2023-01-24,AMVA,6.2308,-75.5906,Laureles,26.41,48.16,26.09
2023-01-25,AMVA,6.2308,-75.5906,Laureles,23.98,28.19,60.45
2023-01-26,AMVA,6.2308,-75.5906,Laureles,23.07,36.64,63.83
2023-01-27,AMVA,6.2308,-75.5906,Laureles,15.56,16.76,23.56
2023-01-28,AMVA,6.2308,-75.5906,Laureles,24.96,49.24,51.1
2023-01-29,AMVA,6.2308,-75.5906,Laureles,46.08,60.44,49.13
2023-01-30,AMVA,6.2308,-75.5906,Laureles,21.04,32.01,30.7
2023-01-31,AMVA,6.2308,-75.5906,Laureles,18.23,49.66,52.63
2023-02-01,AMVA,6.2308,-75.5906,Laureles,25.69,59.74,17.31
2023-02-02,AMVA,6.2308,-75.5906,Laureles,14.85,10.0,29.51
2023-02-03,AMVA,6.2308,-75.5906,Laureles,26.79,49.26,42.24
2023-02-04,AMVA,6.2308,-75.5906,Laureles,14.21,33.61,43.59
2023-02-05,AMVA,6.2308,-75.5906,Laureles,31.36,37.53,44.67
2023-02-06,AMVA,6.2308,-75.5906,Laureles,16.0,24.82,48.02
2023-02-07,AMVA,6.2308,-75.5906,Laureles,26.23,38.7,40.09
2023-02-08,AMVA,6.2308,-75.5906,Laureles,13.25,35.35,36.92
2023-02-09,AMVA,6.2308,-75.5906,Laureles,34.45,56.74,32.15
2023-02-10,AMVA,6.2308,-75.5906,Laureles,19.39,43.66,29.36
2023-02-11,AMVA,6.2308,-75.5906,Laureles,30.66,51.36,10.36
2023-02-12,AMVA,6.2308,-75.5906,Laureles,20.94,25.9,40.51
2023-02-13,AMVA,6.2308,-75.5906,Laureles,15.98,38.02,38.63
2023-02-14,AMVA,6.2308,-75.5906,Laureles,24.08,49.9,54.46
2023-02-15,AMVA,6.2308,-75.5906,Laureles,25.34,37.9,13.39
2023-02-16,AMVA,6.2308,-75.5906,Laureles,20.01,29.85,41.61
2023-02-17,AMVA,6.2308,-75.5906,Laureles,22.74,47.81,30.81
2023-02-18,AMVA,6.2308,-75.5906,Laureles,25.04,56.92,45.13
2023-02-19,AMVA,6.2308,-75.5906,Laureles,25.02,39.02,30.5
2023-02-20,AMVA,6.2308,-75.5906,Laureles,18.7,28.24,51.33
2023-02-21,AMVA,6.2308,-75.5906,Laureles,23.72,29.21,66.52
2023-02-22,AMVA,6.2308,-75.5906,Laureles,28.06,36.44,33.37
2023-02-23,AMVA,6.2308,-75.5906,Laureles,26.39,64.54,23.38
2023-02-24,AMVA,6.2308,-75.5906,Laureles,33.31,73.95,30.57
2023-02-25,AMVA,6.2308,-75.5906,Laureles,23.28,31.54,36.95
2023-02-26,AMVA,6.2308,-75.5906,Laureles,25.21,51.97,56.35
2023-02-27,AMVA,6.2308,-75.5906,Laureles,19.52,15.45,39.68
2023-02-28,AMVA,6.2308,-75.5906,Laureles,27.85,52.62,35.1
2023-03-01,AMVA,6.2308,-75.5906,Laureles,19.5,50.25,45.73
2023-03-02,AMVA,6.2308,-75.5906,Laureles,15.51,22.92,37.45
2023-03-03,AMVA,6.2308,-75.5906,Laureles,31.59,55.04,39.7
2023-03-04,AMVA,6.2308,-75.5906,Laureles,14.64,37.34,69.4
2023-03-05,AMVA,6.2308,-75.5906,Laureles,22.1,40.62,40.55
2023-03-06,AMVA,6.2308,-75.5906,Laureles,5.0,16.45,42.01
2023-03-07,AMVA,6.2308,-75.5906,Laureles,21.93,32.35,34.23
2023-03-08,AMVA,6.2308,-75.5906,Laureles,15.21,37.6,34.32
2023-03-09,AMVA,6.2308,-75.5906,Laureles,35.16,67.6,20.86
2023-03-10,AMVA,6.2308,-75.5906,Laureles,17.47,24.93,7.08
2023-03-11,AMVA,6.2308,-75.5906,Laureles,31.3,63.36,48.0
2023-03-12,AMVA,6.2308,-75.5906,Laureles,19.82,21.86,32.75
2023-03-13,AMVA,6.2308,-75.5906,Laureles,25.23,34.91,2.02
2023-03-14,AMVA,6.2308,-75.5906,Laureles,16.68,28.61,42.03
2023-03-15,AMVA,6.2308,-75.5906,Laureles,24.33,50.17,43.88
2023-03-16,AMVA,6.2308,-75.5906,Laureles,28.06,35.33,47.57
2023-03-17,AMVA,6.2308,-75.5906,Laureles,23.51,29.93,17.46
2023-03-18,AMVA,6.2308,-75.5906,Laureles,12.53,15.94,51.3
2023-03-19,AMVA,6.2308,-75.5906,Laureles,13.58,15.89,30.83
2023-03-20,AMVA,6.2308,-75.5906,Laureles,27.45,49.54,37.31
2023-03-21,AMVA,6.2308,-75.5906,Laureles,17.62,44.64,28.76
2023-03-22,AMVA,6.2308,-75.5906,Laureles,29.02,54.35,37.59
2023-03-23,AMVA,6.2308,-75.5906,Laureles,38.51,58.76,34.69
2023-03-24,AMVA,6.2308,-75.5906,Laureles,8.64,25.08,65.34
2023-03-25,AMVA,6.2308,-75.5906,Laureles,31.86,69.59,37.04
2023-03-26,AMVA,6.2308,-75.5906,Laureles,15.58,11.33,70.54
2023-03-27,AMVA,6.2308,-75.5906,Laureles,22.25,35.13,59.92
2023-03-28,AMVA,6.2308,-75.5906,Laureles,10.72,23.36,37.41
2023-03-29,AMVA,6.2308,-75.5906,Laureles,23.61,41.86,18.24
2023-03-30,AMVA,6.2308,-75.5906,Laureles,19.1,44.88,39.56
2023-03-31,AMVA,6.2308,-75.5906,Laureles,24.7,34.01,39.61
